	区域 A	
t	luma	
0.000	45.8
0.033	45.8
0.067	45.8
0.100	45.8
0.134	46.2
0.167	45.9
0.201	46.0
0.234	45.6
0.267	45.7
0.301	46.2
0.334	45.4
0.368	45.9
0.401	45.4
0.435	45.3
0.468	46.4
0.501	45.6
0.535	45.6
0.568	45.3
0.602	45.9
0.635	45.9
0.669	46.0
0.702	45.6
0.735	45.7
0.769	45.8
0.802	45.7
0.836	45.4
0.869	46.0
0.903	46.2
0.936	45.4
0.969	45.7
1.003	45.8
1.036	46.0
1.070	46.1
1.103	46.0
1.137	45.8
1.170	46.2
1.203	45.2
1.237	45.7
1.270	46.0
1.304	45.9
1.337	45.7
1.371	46.2
1.404	45.9
1.437	46.0
1.471	46.1
1.504	45.7
1.538	45.9
1.571	45.6
1.605	46.4
1.638	45.6
1.671	45.7
1.705	46.2
1.738	45.7
1.772	45.6
1.805	46.1
1.839	45.4
1.872	45.7
1.906	45.6
1.939	45.8
1.972	45.9
2.006	46.1
2.039	45.9
2.073	45.7
2.106	46.0
2.140	46.0
2.173	45.6
2.206	45.7
2.240	45.7
2.273	46.2
2.307	45.8
2.340	46.1
2.374	45.5
2.407	45.8
2.440	46.0
2.474	46.3
2.507	45.7
2.541	45.9
2.574	46.0
2.608	46.6
2.641	45.8
2.674	46.1
2.708	45.6
2.741	45.4
2.775	45.8
2.808	46.0
2.842	46.1
2.875	46.0
2.908	45.8
2.942	45.7
2.975	45.8
3.009	45.7
3.042	45.6
3.076	45.7
3.109	45.5
3.142	45.9
3.176	45.3
3.209	45.5
3.243	45.9
3.276	46.1
3.310	198.2
3.343	253.8
3.376	253.8
3.410	253.8
3.443	253.8
3.477	253.9
3.510	253.9
3.544	253.9
3.577	253.8
3.610	253.8
3.644	253.8
3.677	253.9
3.711	253.9
3.744	253.8
3.778	253.8
3.811	253.8
3.844	253.8
3.878	253.8
3.911	253.8
3.945	179.0
3.978	45.0
4.012	46.0
4.045	46.0
4.078	46.0
4.112	45.3
4.145	46.1
4.179	45.9
4.212	45.5
4.246	45.6
4.279	45.8
4.312	45.9
4.346	45.6
4.379	44.9
4.413	45.4
4.446	45.8
4.480	45.3
4.513	45.5
4.546	253.9
4.580	253.8
4.613	253.8
4.647	253.8
4.680	253.8
4.714	253.8
4.747	253.8
4.780	253.8
4.814	253.7
4.847	253.7
4.881	253.7
4.914	253.7
4.948	253.8
4.981	253.7
5.014	253.8
5.048	253.8
5.081	253.8
5.115	253.8
5.148	253.6
5.182	68.0
5.215	68.0
5.248	67.7
5.282	67.2
5.315	66.7
5.349	66.2
5.382	65.9
5.416	65.3
5.449	64.6
5.483	63.8
5.516	62.6
5.549	61.9
5.583	61.8
5.616	60.9
5.650	60.0
5.683	59.4
5.717	58.7
5.750	211.8
5.783	253.8
5.817	253.8
5.850	253.8
5.884	253.8
5.917	253.8
5.951	253.8
5.984	253.8
6.017	253.8
6.051	253.8
6.084	253.8
6.118	253.8
6.151	253.8
6.185	253.8
6.218	253.8
6.251	253.8
6.285	253.8
6.318	253.8
6.352	253.8
6.385	151.3
6.419	68.8
6.452	69.5
6.485	69.5
6.519	68.8
6.552	69.0
6.586	68.8
6.619	68.8
6.653	69.0
6.686	68.5
6.719	68.7
6.753	68.4
6.786	68.2
6.820	68.3
6.853	68.3
6.887	68.3
6.920	68.3
6.953	68.3
6.987	68.1
7.020	68.2
7.054	68.2
7.087	68.3
7.121	68.3
7.154	68.2
7.187	68.2
7.221	68.2
7.254	68.2
7.288	68.2
7.321	68.1
7.355	68.2
7.388	68.2
7.421	68.2
7.455	68.2
7.488	68.2
7.522	68.2
7.555	68.3
7.589	68.3
7.622	68.3
7.655	68.3
7.689	68.2
7.722	68.2
7.756	68.2
7.789	68.0
7.823	67.9
7.856	67.8
7.889	67.4
7.923	66.8
7.956	66.8
7.990	66.6
8.023	65.8
8.057	65.8
8.090	65.4
8.123	65.0
8.157	64.6
8.190	64.1
8.224	63.0
8.257	62.3
8.291	61.2
8.324	61.0
8.357	60.4
8.391	59.6
8.424	58.8
8.458	58.7
8.491	58.4
8.525	57.2
8.558	57.0
8.591	56.7
8.625	56.4
8.658	55.2
8.692	55.3
8.725	54.8
8.759	53.7
8.792	52.6
8.825	52.3
8.859	52.5
8.892	51.2
8.926	51.3
8.959	51.3
8.993	50.6
9.026	50.2
9.060	49.8
9.093	49.6
9.126	48.9
9.160	49.0
9.193	48.2
9.227	48.0
9.260	48.1
9.294	47.3
9.327	47.4
9.360	46.5
9.394	47.0
9.427	46.5
9.461	46.1
9.494	46.6
9.528	46.4
9.561	46.4
9.594	46.3
9.628	45.8
9.661	45.5
9.695	46.1
9.728	45.7
9.762	46.4
9.795	45.5
9.828	45.7
9.862	46.0
9.895	45.6
9.929	45.8
9.962	46.0
9.996	46.0
10.029	45.9
10.062	45.7
10.096	45.7
10.129	45.6
10.163	45.3
10.196	45.4
10.230	46.1
10.263	45.4
10.296	45.6
10.330	45.7
10.363	45.7
10.397	45.6
10.430	45.8
10.464	45.8
10.497	45.5
10.530	45.7
10.564	45.9
10.597	44.9
10.631	45.9
10.664	45.6
10.698	45.7
10.731	45.3
10.764	45.6
10.798	45.8
10.831	46.0
10.865	45.8
10.898	45.9
10.932	45.5
10.965	45.8
10.998	45.9
11.032	45.8
11.065	44.9
11.099	45.6
11.132	45.3
11.166	45.9
11.199	45.9
11.232	45.5
11.266	45.5
11.299	45.8
11.333	45.4
11.366	45.6
11.400	45.6
11.433	45.5
11.466	45.9
11.500	45.5
11.533	45.8
11.567	45.8
11.600	45.8
11.634	45.7
11.667	45.6
11.700	45.4
11.734	45.2
11.767	45.3
11.801	45.7
11.834	46.0
11.868	45.9
11.901	45.4
11.934	45.8
11.968	46.3
