galaxy,chi2_red,n_points,upsilon,upsilon_err,lambda_grav,lambda_err,V_base,V_base_err,r0_base,r0_err,beta_light,beta_err,has_sigma_gas
UGC06786,6.687730982990115,45,0.10000000000000685,0.47184352840868987,16.511819595579446,93.59474598091295,224.634841327286,30.00277231881317,4.83184455964963,1.7331454428638504,2.8377564771453233e-07,0.9858856930971877,True
UGC06787,56.85634115045767,71,0.10000000038186703,1.2991702396555267,5.448709706761575,8.289349759229278,246.7473982946619,8.444936137650704,5.438389519707451,6.195359524539257,1.1772171885649188e-07,6.7432295644841584,True
UGC06818,1.0893624975090812,8,0.3932746211835012,1.7918109427553992,0.5000000000000054,2.468249523571078,106.48053744066732,40.29347906286352,6.649118860979475,4.752216884317014,7.912108774633502e-17,29.1153722998671,True
UGC06917,0.29569912829769174,11,0.7081007549232556,6.897222651516413,2.0720620651142236,35.058682411268364,115.27575479079988,52.573421497384786,3.8297005918130598,22.78892997965335,0.09950860074772307,97.3742887722321,True
UGC06923,1.3113055517272956,6,0.16180951262890686,1.2748226126405995,6.223800706244479,11152.626251100197,91.02298537077601,1338.2970579864277,2.6153625912764658,15.270737040527843,0.09999999991995485,107.05324177308405,True
UGC06930,0.1176370341326621,10,0.1000000000000136,0.31743417108252436,1.604088216867466,45.24757992857456,110.71896411749735,5.547116339879507,3.203925653100502,4.605454662494418,0.00010183495063703091,49.38093915511534,True
UGC06973,0.32898287755254035,9,0.4819060707657565,0.048369544070882495,29.9999999999,6025.376548887399,176.16740789838408,355.97124528545163,4.466470938045868,3.540222694540182,0.09999999999999999,3.1268128493160985,True
UGC06983,0.5664769347069011,17,0.10000000000000107,1.986179346229367,29.999999999999996,3572.626925080551,110.87649674935433,15.138624255260664,2.6080232788800095,2.475175779801651,0.09999999999999999,36.8020731555545,True
UGC07089,0.13326612362473894,12,0.1983198757992422,0.15476021854820024,2.965985467299587,232.40742716238202,88.88024330272049,45.5315547949001,5.235543886825077,30.879212469613467,0.09997272987414134,46.20180958038343,True
UGC07125,0.5298705610781806,13,0.21147892587240325,0.14253497045738078,29.999999999986702,10404.810729262459,67.45384644953997,83.27893880698642,5.075077946193906,9.813845755247781,0.09999999999999999,66.45475653796723,True
UGC07151,1.5294885265509344,11,0.10000000000338581,0.14819810225598587,29.99999445211527,12322.691079886881,75.70866242434025,13.912077500643251,1.5459172888562627,1.4572431830353143,0.09999999999992068,19.331690577364373,True
UGC07232,,4,0.17162058505521632,inf,29.999323286654214,inf,98.86313135256316,inf,1.7066008791524583,inf,0.09999999987776569,inf,True
UGC07261,0.2097148899761821,7,0.5582691021645988,0.30252575658128145,29.999999999999996,10257.864427071016,74.87596844038268,60.73341158697199,2.2622564957521867,2.072895093857645,1.1862801444943009e-23,33.30622920120495,True
UGC07323,0.18123960369934083,10,0.20244366519186954,0.07816916051365114,29.99999999997962,43567.88896465327,112.76540432557213,289.4532431120237,5.286003723933216,8.450475425278952,0.09999999999999999,6.153495013539815,True
UGC07399,0.6640976360555655,10,0.3282201707467044,0.27303470487197445,29.999999999999996,11154.402974880542,101.74097195749981,17.82265900636114,1.4637415813030534,1.3038098396067654,0.09999999999999783,41.829241442476516,True
UGC07524,0.21544283475764983,31,0.4675423102780063,0.17225427655609402,5.503666119972548,32.90919182946206,86.61401439758868,11.412705848589775,4.442745847809083,0.2219665920640993,0.09999999999997809,7.917766581262215,True
UGC07559,0.07561321349853668,7,0.10000000000000002,0.17772688860320743,14.723467078894371,147993.3140427392,39.19672779956386,97.89570918102658,1.7133857853896317,1.9948592931768165,4.205131046637801e-34,11.27460602746174,True
UGC07577,0.001015523077924265,9,0.13773603775374527,0.030149118688484015,2.001896047295017,51.499380619480505,308.35991094624404,23207.784877729777,29.999999999999424,2270.8563357772537,0.09999999999999999,0.8942278409693657,True
UGC07603,0.39676335042283384,12,0.10000000000000002,0.14562446962621067,4.353097571286631,3026.500596265045,66.72189404637061,78.3906073060613,1.2446627791145768,0.5764215814430101,3.493188435904947e-17,11.105201231338974,True
UGC07608,0.1367594780107733,8,0.10000000000000045,1.4679063690484715,29.999999867708652,491475.4370360866,79.61190382664499,95.95065078624273,2.8865524894973054,4.331443258743979,3.3710776765203964e-12,170.03161339918017,True
UGC07690,1.018464123024747,7,0.26395734413681765,5.201155336897927,2.67833232517138,202.03340563917715,57.90932236346754,68.29403804202491,0.6295306097941809,5.910739419884237,0.0999999932269847,6.935815658778352,True
UGC07866,0.13237041975466396,7,0.2813395532220124,0.6248242592775336,29.999999999992085,263728.7658798823,35.7829393347485,90.44953897200537,1.3359269947626167,6.105924686609257,0.09999999999999999,72.58906244113203,True
UGC08286,0.6238075077565198,17,0.10000000000000002,0.3341666796879691,1.2797242701020664,20.549566624163088,85.22063682048798,1.2412894325217831,1.5569585159060277,0.32697872385800375,2.0900456432438646e-06,40.557644730380616,True
UGC08490,0.08925407007957188,30,0.42483981465990917,0.0636735721454954,6.960640161560143,62.853087535430824,78.90925617174919,5.716722686364634,1.0958280566455416,0.21666307285315378,3.6184557277101e-09,3.138824616236822,True
UGC08550,1.1722026468659206,11,0.10000000005399154,0.846868532987184,29.999999999996135,47882.71201146384,56.83857784435913,7.921563239836921,1.0579931064318644,0.97999006991948,0.09999999999999988,17.415358513447586,True
UGC08699,3.873506215193164,41,0.10000000000001037,1.6499519016338313,1.181045781700132,1.546860714161594,183.85527451369612,4.328999555178346,1.3848709705622284,1.4780075136486999,0.09999885420141513,5.958655366952934,True
UGC08837,1.1689137295739194,8,0.10000000000056562,0.34129484355538625,29.999999999843904,510947.5870940284,111.57364662610661,220.71295621180954,8.411265588821658,50.2956574922549,1.0146778607832321e-14,57.48221935299025,True
UGC09037,0.5712839467890043,22,0.10000000000000002,0.16316079350614265,2.9328146814483547,19.647920167255595,163.59101784979228,8.36170296898299,6.370306520452293,3.6331142776472145,0.09999515117736225,12.445227755659731,True
UGC09133,36.25463830786294,68,0.10000000000000002,0.4374540068330144,29.999999999999996,43.19914199977085,230.15006850711157,8.437728106969187,7.631150593665604,5.976472741178387,3.9288630615473706e-24,20.000109641913355,True
UGC09992,,5,0.7647747795010476,inf,29.999999999999996,inf,31.819951227568655,inf,1.5169146463051102,inf,4.754478128841881e-16,inf,True
UGC10310,0.1526007056988461,7,0.10000000000000002,0.42551774410763216,5.726507679273695,469.24504417546194,76.72283004723685,28.32687539083596,2.327979382154538,1.4145847116159525,0.09999999541325466,34.5178102117905,True
UGC11455,4.644346082090606,36,0.10000000000000002,0.06540135057431809,23.044220862639044,220.4194554792662,279.19952503389896,44.193293612233994,6.741504486702038,1.5355411897502418,1.418862804573998e-14,5.104267266091262,True
UGC11557,1.786494396333199,12,0.10000000000000002,0.12382146832492134,22.313700260380767,12552.50089247239,95.08582756654992,311.0087627380706,5.4671441102595715,12.37463155316701,1.1524613436729602e-25,12.491770571509777,True
UGC11820,1.5024485987644927,10,0.927195768159492,0.5805538561561892,4.5747930263724825,71.13590006870905,91.36206955265114,8.862658423321713,6.95634455706969,8.463848304929755,0.0999999660128787,9.645844291145057,True
UGC11914,3.3604685332215225,65,0.10000000000000002,0.11657268432949694,29.999999999997872,492.9205995144154,269.6516657080367,44.84141845506272,3.478879519958967,0.8063085365185865,8.738461578223673e-16,1.583135656747076,True
UGC12506,0.2900332131660093,31,1.1126276292116652,0.2232007488850588,29.999999999999996,64.4367826679598,221.11651428144955,37.359794444878666,9.883550587274735,2.3576610246729666,0.0999999999999965,42.83031894587738,True
UGC12632,0.10054656562459637,15,0.47830973008133854,0.28955667846837047,1.5235882075612153,14.426934627419227,76.12940677333506,4.731043357534213,3.1803042697057387,2.612478765549879,0.0937496746941514,24.610197036044813,True
UGC12732,1.1520750050905593,16,1.0384062462598427,0.4992237374532925,3.4505811705380744,101.041308833823,98.2296348205575,28.242753957661346,5.7035167220300576,22.07057777456719,0.09999588228869183,38.64116713079519,True
UGCA281,0.5291546586833582,7,0.10000000000000002,0.10744969424447376,1.2830735248850855,479.2961747971695,33.45675610212241,75.25720512142252,0.5538247111581478,0.5140934487461997,0.09999999999708852,3.74298575226262,True
UGCA442,1.390192420888167,8,0.297737102087569,0.6513266578044062,7.035616761850004,5065.416489236607,60.34695625204151,66.30330320998635,2.302901352634585,1.7196641375942414,4.1428273328822264e-07,197.4261324645591,True
UGCA444,0.10667603246750784,36,1.999999999996992,1.4253444219493394,29.999999985130867,47237.097250546,38.53779541805417,7.9871640756055005,1.272163615032003,0.32032313593554285,0.09999999999983475,17.59256632142589,True
