galaxy,chi2_red,n_points,upsilon,upsilon_err,lambda_grav,lambda_err,V_base,V_base_err,r0_base,r0_err,beta_light,beta_err,has_sigma_gas
NGC4559,0.24537157540751967,32,0.2658361996947046,0.11062135489469517,29.999999999999996,689.1988032719916,121.46305157666899,27.027983002686078,4.479948988782267,1.377574339470294,0.09999999999999999,6.994844177936695,True
NGC5005,0.9464328596823718,18,0.10000000000012803,3.640197667747622,0.50000000000002,1.0396615622047325,271.8380063565282,9.54531117880859,1.4188762790880094,1.05252037773981,0.0999999999939956,10.228316915432963,True
NGC5033,19.25452587168121,22,0.1000000000000084,0.4042820198421527,29.99999991092902,742.2780916037302,201.77048502522928,115.96166540147345,3.9747802197700035,8.52106794552598,4.704629858486767e-16,22.545943112001513,True
NGC5055,8.598022199241694,28,0.376441257727577,0.10172083434958396,29.99999391318277,108.3275415299156,173.75431873161818,28.190627449824937,5.707173837558823,2.6354189545219637,1.3550711571770693e-39,2.7976849151732486,True
NGC5371,4.285887332965663,19,0.6565438711091854,0.13585001960247575,29.999999999999996,53.905229228333994,188.60777660002415,53.21155479506169,17.28884374228495,10.385602747537572,0.09999999999999999,11.910651550878384,True
NGC5585,5.177239516688203,24,0.23334144355585615,0.09025753680759975,14.903121997375923,4796.634728577195,96.68316333400395,135.61685213939666,3.687926382027792,2.2162805375078563,0.09999999999999999,1.105525827774985,True
NGC5907,2.855407701293843,19,0.4531391237132369,0.308986924355227,29.99999999999915,176.3541317613344,204.44042448971624,43.99691759852916,2.663847879159968,2.5799380861183723,6.409747303265974e-24,49.1823314608303,True
NGC5985,1.0056109964870448,33,0.6078557725163689,0.25371916746364825,6.218977611176231,2.650747999076395,290.4715885884242,3.096655408097662,3.6399227389223783,0.3184063950056931,0.09999999999798417,21.56800352300305,True
NGC6015,5.367128294967116,44,0.11809343690175116,0.07874499410828989,4.967318252257467,7.1111583422275135,157.1612456576862,3.136387884230754,1.9083477119012013,0.17880465040290017,0.09999999291903018,3.0983701423657033,True
NGC6195,2.8122622801398625,23,0.10000000000000002,14.628440388144199,0.5000000000000047,0.7630373282005887,247.75388580271354,5.221408715584693,1.1102735781688517,0.5662307318260763,2.6003354324579084e-21,14.555945431042453,True
NGC6503,1.1000595166025677,31,0.16506727008484035,0.5560327422157106,29.999960657573475,1075.2360166020421,113.96543924919719,20.683528634559266,1.3373721828036085,2.0546195113651615,0.09999999999999999,1.9491475162701057,True
NGC6674,4.160251339953536,15,0.9974439088776088,1.1385578715492128,12.240978277389436,4.475146808902659,239.64891200265328,8.901397835854915,7.8141818414213535,22.1690841690145,0.0999999711975036,53.09039534813256,True
NGC6789,,4,0.14240336326711492,inf,29.983782214762332,inf,118.40455187704067,inf,1.213526840132241,inf,0.09999992420853838,inf,True
NGC6946,5.198216223407816,58,0.15725933079105237,0.14978284584157114,11.782175634337618,103.9616036831763,172.4700585025913,45.94838627828113,3.261635880794618,1.4723426883620285,1.339490269628177e-06,3.4984556004493674,True
NGC7331,0.4178946288228651,36,0.4909064468585061,0.16315383485831983,3.8270581499138,0.5962788000276597,238.05680874964108,0.8536583553969449,2.548372400804331,0.6377046334283377,4.025065204956446e-17,3.6441797888527,True
NGC7793,1.1427380704941497,46,0.392891811950702,0.1320293120015174,8.696276768060903,777.8341228475643,102.67660482437873,252.93265141016653,2.301170381824399,4.978477915203349,7.195864840781293e-13,0.8618145652300654,True
NGC7814,14.397673141719652,18,0.10000000000000002,3.4357468870861037,4.989228434102925,20.68788160971295,220.244218289544,14.761596602838033,4.89422600818235,14.89481046458061,1.0916263576226176e-06,202.883845689002,True
PGC51017,0.04802442387361068,6,0.4863756981790891,0.07186527237779239,29.999999999999996,4877.571394512488,15.507531764127846,6.617623293848834,0.8157252280352275,0.45682695993027606,7.717612609490828e-21,3.787836549095179,True
UGC00128,5.3183574867578685,22,1.6665917032876918,1.1060887798661876,29.999999999974317,97.05235653366161,131.53067137886248,13.980409329913737,12.239582999700408,2.643890265432188,0.09999999999797013,86.9153475721878,True
UGC00191,1.6193728217127563,9,0.83138065389956,0.5755329148792935,1.5060265991524775,5.097596279388006,85.62252210414073,4.541286018268091,2.5713394064921906,2.9584721970373815,0.09995377273246533,24.243520717679182,True
UGC00634,,4,0.115768980433601,inf,0.5031141737613369,inf,116.75096244096756,inf,5.838960120483756,inf,0.09392779971222684,inf,True
UGC00731,0.7486872977206268,12,1.9999999999999998,7.152201153723197,1.5616929971059703,58.71884131289536,76.78001855217686,20.142066555442852,3.187672142388082,12.865718252584507,0.09875114877476333,756.6771866465974,True
UGC00891,,5,0.10000000000000002,inf,0.5000000000000001,inf,72.27012492033042,inf,3.9485859860216967,inf,0.09999999999999999,inf,True
UGC01230,0.74068517667786,11,0.10000000000000002,0.30342289624159413,14.97142731808609,1211.9511315910065,108.97300000935006,23.596992192426832,3.405122124979567,5.670426978398787,1.8178394143085134e-05,248.11472146144033,True
UGC01281,0.19418195091590312,25,0.10000000000000002,0.14454481524090276,17.43272876213269,44997.63171804689,69.9730696034929,53.598198952476,3.1233177916889634,1.771121473626207,2.9944548019801177e-17,10.000609671085183,True
UGC02023,,5,0.10000000000000003,inf,29.999999999999996,inf,165.82006811221498,inf,10.205485107636825,inf,3.4436148954720377e-20,inf,True
UGC02259,1.335808208724769,8,1.475915172774731,0.7386387286058854,29.999999999999996,1853.6824216363952,83.01526071760564,28.732885787273993,2.5653514410025613,2.170282005070038,2.985009673651977e-18,67.05113130683121,True
UGC02455,0.7215697872345103,8,0.10000000000000002,0.07178376253062241,0.5016397638608245,0.8152582144326348,184.4520247329734,312.2473440841754,11.71513603798969,21.869390000091077,0.09999999999999999,2.1884077951895686,True
UGC02487,10.416282192739475,17,1.9999999999999998,0.5662060791783625,27.62694537979135,24.65424727751049,313.2326231521772,24.791381188009513,0.5000000000000001,74.80435099031102,0.09999999999999999,55.11712423215478,True
UGC02885,1.167505406814413,19,0.5040083599829444,0.3457831120654315,9.146128253227216,25.44454630737881,300.8401516758895,14.571635306181001,12.822844144529439,18.8232733280309,0.09997948115955833,89.39401829624953,True
UGC02916,2.441723360865944,43,0.10000000000000003,15.352730234550457,0.5000000000001023,0.15284293974991142,215.91002691168856,2.4010673268389815,1.0985264409371607,0.19329127945687904,5.477637966182404e-23,9.001759579914102,True
UGC02953,34.23478570959586,115,0.40091404375783524,0.12426729666880354,24.85512750321514,38.11603517450635,259.8150531806372,21.166390758223585,4.662970908668044,1.8576229100444483,1.1647006099492212e-06,1.9089446500709342,True
UGC03205,7.277953193846712,48,0.20694842940443298,0.27548513696827565,12.720487735574375,19.99582714085316,209.00325014870768,11.697549265773889,3.3792564110528005,1.3400664926826262,0.0999991946613065,2.7946497016395857,True
UGC03546,1.8918768223286415,30,0.9448078591682807,0.10805078309525161,29.999999994958365,372.18401504385326,177.25318276957822,160.12255220725442,10.10828156376214,2.0385696579049584,0.09999999999999999,2.0954906756463196,True
UGC03580,10.645488319161823,47,0.10000000000000002,2.7223249937170713,0.5000000000003463,0.5027934588160725,118.984185919785,1.5263038833890117,2.6601976234379467,0.30547419469300274,1.8852828387179583e-17,2.6909554138671945,True
UGC04278,0.6437455463950698,25,0.5706371149030413,0.23720561280158098,29.99999897017985,35416.397493394004,183.44790740563488,97.48810750655926,11.610483133505308,14.198492947970065,0.09999999999999999,5.840943314122499,True
UGC04305,1.1100662531058103,22,0.10000000000000002,0.19657265988462264,2.51372540061873,36.74638536777303,35.21877953025801,8.97145380433757,1.206253347318866,0.6860414855108106,6.219657882011037e-06,6.282026974244635,True
UGC04325,0.9796433358896189,8,0.10000000000000002,0.9676514771446476,3.376546796905816,272.87118104255273,96.49932804548271,37.13205814155638,1.438048529011769,1.2259940383978323,0.09999995557003079,27.318528062540622,True
UGC04483,0.501056253533326,8,0.10000000000000002,0.3932448772396983,1.0404531833531416,992.4914425035353,26.299567509770306,37.39906513087521,0.5000000000000001,0.9175213454499145,1.7466455072921846e-11,14.562223626680513,True
UGC04499,0.12620870898379777,9,0.10000000000000046,0.10894914740164001,29.99999999192529,15747.521069315459,77.9476427579769,19.864650197118618,2.7555693512389015,2.1441136772950267,0.09999999996505672,45.86151021402256,True
UGC05005,0.07396854198912986,11,0.10000000000000002,0.07103487450431994,29.999999999830962,14760.35916978958,105.84445512667692,62.86832484738729,8.790256490012037,2.2369596598201955,5.248979647674232e-19,26.425129935373324,True
UGC05253,15.170254913928897,73,0.10000000000000002,7.185755203823719,0.5000000000027033,0.3015692041946163,247.4630317663579,2.5138775619330387,1.0514534360857333,0.4145138723577081,0.09999999999899346,7.274589118071911,True
UGC05414,0.3400563165063115,6,0.10000000000000002,0.18435166432426617,29.999999999999996,85424.56672294349,71.39034082831695,73.81782183396547,2.6458984855802203,4.438475745036118,0.09999999999999999,51.525037770571515,True
UGC05716,2.5098642457342644,12,1.833171300656229,0.9835877802283489,14.733318110763145,4126.737292152026,77.7681000700875,213.0458272484016,4.5816280884697145,0.517823989940424,0.09999993930259143,20.546377083074812,True
UGC05721,0.7888809247427403,23,0.10000000000000002,0.07798210686041249,4.321504240937304,812.7155741964144,81.1494771653045,23.932290784469178,0.7134503209510406,0.30371883723382864,4.842474342021379e-14,2.5879576536620794,True
UGC05750,0.5562362006118832,11,0.10000000000000002,0.09542303726121698,29.999999999999876,22299.16799704145,88.57157966798384,88.8094236128011,7.356226426750081,6.5296017820751215,2.4035602565916522e-21,41.9973321674279,True
UGC05764,4.858483058617775,10,0.2458656550535683,2.2313482951163084,2.3836244518565888,751.9237197019194,58.87095786601131,40.821698280474266,1.0598234958245638,0.8478597045105175,1.619418465729638e-07,63.0022079673031,True
UGC05829,0.2023339770221222,11,0.9280651535376969,1.2625392137078468,5.253270387552968,1133.2449228950065,91.97728808322145,55.281118307664315,6.652929698908424,40.16514214151537,0.0999999429251367,44.20497010370109,True
UGC05918,0.06911053259282114,8,0.5230116047480625,0.41109187994891666,29.999999999999996,8327.648331242031,45.360258677996214,7.662713589032611,1.7671539456883965,0.8054559278322633,0.09999999999999999,52.26538867697044,True
UGC05986,2.5037500046719225,15,0.10000000000000002,0.24281591143571363,12.924904682314763,7666.745360930494,124.56284116827206,151.65853033766845,2.8578300434578185,3.3896737759661915,0.09999988503369465,49.96745633879395,True
UGC05999,,5,0.10000000000000002,inf,0.5000000000000009,inf,109.7116573558837,inf,6.9506979359717915,inf,0.09999999999901123,inf,True
UGC06399,0.09102027968960226,9,0.10000000000000002,0.5724588188016507,8.799280473666801,3053.2125485188762,95.15116772530813,93.03235518694186,3.3125585588119053,2.149893924477353,1.1048735651677596e-08,182.63536959865888,True
UGC06446,0.47907203734504805,17,0.8398643899596352,0.5102286820659429,29.999999999999996,3630.964204505424,83.20593944501864,21.845610607958097,2.4208777501291276,1.321547342492545,0.09999999999999999,32.098886032710595,True
UGC06614,0.35316659793667604,13,0.1000000000002645,6.784577447312553,2.1225443492797322,3.332144593460229,203.39441812577505,4.1382130713624035,7.496225046602632,1.4858557606485605,1.535974467280247e-16,27.480844095522055,True
UGC06628,0.014449476245191656,7,0.10000000000000002,0.3846402574724556,2.8530466371292103,23.720101459581922,42.91686667243574,7.242598693094539,1.601301409668543,1.5941463859080613,0.099999513221367,12.828549671530553,True
UGC06667,0.2081328632063289,9,0.588779760656324,0.9613515119829192,4.287895915944076,322.2932684288775,93.846890400872,88.7405479244955,3.3664068546574653,2.2359263881727243,0.0902446585054503,533.6779240598723,True
