galaxy,chi2_red,n_points,upsilon,upsilon_err,lambda_grav,lambda_err,V_base,V_base_err,r0_base,r0_err,beta_light,beta_err
UGC08550,0.6604767566223129,11,0.3,0.0,29.999999690389963,498.3823363177073,53.751554980697044,1.2255600985059478,0.8968098802928463,0.0772279514585572,0.005,0.0
UGC08699,2.0299513616516633,41,1.9999999999999998,0.9215309167412887,1.2909056270354964,0.44901500300404446,181.6847794286282,1.9917447763243863,0.5000000000000001,0.20930480574598134,7.308410163088747e-16,10.62267167195965
UGC08837,0.4410128974073046,8,0.3,0.0,1.3235042362159475,1.5331670561651916,88.46650811140307,20.28101294043638,6.379488504650016,1.567169788726602,0.005,0.0
UGC09037,0.4589664534348779,22,0.3,0.0,29.99999999769205,37.83852514885084,148.871712914473,3.793645299142547,5.1120679685380574,0.30927055474881093,0.005,0.0
UGC09133,8.72420100181614,68,1.4960458090100575,0.1704371542204007,8.321605266904907,0.3948653046679611,229.84177640068214,2.94673196283712,0.5000000000055292,0.22988013424971349,6.05577416532025e-10,34.617970010803674
UGC09992,inf,5,0.3,inf,1.9713277008528973,inf,31.851465744873508,inf,0.5000000000000001,inf,0.005,inf
UGC10310,0.09869176080841502,7,0.3,0.0,1.2544003298627557,3.3159880010263096,76.4940358345571,3.0425072687529053,2.1978593913943887,0.14906344679702388,0.005,0.0
UGC11455,3.168280193314505,36,0.6,0.0,7.660627547518464,40.10255156302747,282.777843398645,6.634932575207543,5.523767158897294,0.3541417178302679,0.005,0.0
UGC11557,0.35525530576490416,12,0.6,0.0,2.035017334208868,9.62971172365019,93.40171292243417,10.489257944578108,4.377570014879278,0.7251963968581031,0.005,0.0
UGC11820,18.750508097766918,10,0.6,0.0,0.9487469150643631,43.66177422946376,87.681603086647,9.341581538974012,5.622731529758406,3.216643803442608,0.005,0.0
UGC11914,1.0732769197888072,65,1.9999999999999976,1.155497859408129,0.9824572616848745,0.3116631562722906,287.7043564646001,1.5146831323590162,0.5000000000000496,0.041328105335534146,7.703651502649012e-23,6.204128594696092
UGC12506,0.6212656532729084,31,0.3,0.0,14.662209394530535,20.46419560085555,239.38397968795124,5.658730312168277,3.0125807490379004,0.43155034540716203,0.005,0.0
UGC12632,0.18318848834111096,15,0.3,0.0,0.783617148308295,4.797033586049404,75.2266716081687,0.8084375657270808,2.8946342366663695,0.2396564519676877,0.005,0.0
UGC12732,1.2774108566747087,16,0.6,0.0,29.999999987474013,68.91953457286259,82.87002283896075,2.510769210836922,2.6737485383595136,0.31051742014293804,0.005,0.0
UGCA281,0.27464761301895474,7,0.3,0.0,0.5000000007234732,5.983968079449174,32.36523146812843,15.68698837210858,0.5000000000000153,0.25458679605462686,0.005,0.0
UGCA442,1.6126819780993857,8,0.3,0.0,29.999948358682072,6005.183760724872,58.30769921517063,23.978165957775584,2.5345290043790505,1.145515011139493,0.005,0.0
UGCA444,0.19994494011686775,36,0.3,0.0,0.5000000074382895,0.2870280647813185,38.780952854963076,1.2141294738523638,1.2861837561078442,0.09675140286708986,0.005,0.0
